experiment,experiment_type,feature_set,holdout_size_P,model,fold_id,task_id,hyperparams,test_accuracy,train_accuracy
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-11_sub-12_sub-16_sub-25_sub-28,task_KNN_40_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6270369520312141,0.9183241641980533
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-7_sub-11_sub-20_sub-22_sub-25,task_KNN_42_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5458125492255185,0.9116528588890398
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-7_sub-11_sub-20_sub-22_sub-25,task_KNN_42_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5324232081911263,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-7_sub-11_sub-20_sub-22_sub-25,task_KNN_42_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5458125492255185,0.8967132962107837
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-9_sub-11_sub-17_sub-18_sub-24,task_KNN_44_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5395081109366824,0.9026711071841229
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-9_sub-11_sub-17_sub-18_sub-24,task_KNN_44_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5536368393511251,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-9_sub-11_sub-17_sub-18_sub-24,task_KNN_44_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5303506017791733,0.8859511996193842
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-4_sub-6_sub-16_sub-19_sub-21,task_KNN_5_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5841705464346973,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-4_sub-6_sub-16_sub-19_sub-21,task_KNN_5_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6184758637588826,0.8942853189428532
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-4_sub-6_sub-16_sub-19_sub-21,task_KNN_5_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6241117373192845,0.8801715788017158
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-8_sub-13_sub-18_sub-21_sub-27,task_KNN_36_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5945129039758196,0.9006603906140228
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-8_sub-13_sub-18_sub-21_sub-27,task_KNN_36_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5789351313647989,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-8_sub-13_sub-18_sub-21_sub-27,task_KNN_36_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5845152290165078,0.916608121399466
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-7_sub-8_sub-12_sub-15_sub-25_sub-27,task_KNN_49_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5564957690393231,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-7_sub-8_sub-12_sub-15_sub-25_sub-27,task_KNN_49_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5729218516674963,0.9130674381759316
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-7_sub-8_sub-12_sub-15_sub-25_sub-27,task_KNN_49_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5769039323046292,0.9004615278638837
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-5_sub-13_sub-22_sub-23_sub-26,task_KNN_6_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.49660718773561197,0.8819730695245946
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-5_sub-13_sub-22_sub-23_sub-26,task_KNN_6_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.4961045488816285,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-5_sub-13_sub-22_sub-23_sub-26,task_KNN_6_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.49057552148781103,0.8979115141522396
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-9_sub-10_sub-15_sub-21_sub-27,task_KNN_19_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.4260785264178381,0.9190783538066486
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-9_sub-10_sub-15_sub-21_sub-27,task_KNN_19_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.46437227338826953,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-9_sub-10_sub-15_sub-21_sub-27,task_KNN_19_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.4127484246243335,0.9069331667707683
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-3_sub-8_sub-19_sub-26_sub-28,task_KNN_3_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.519860104921309,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-3_sub-8_sub-19_sub-26_sub-28,task_KNN_3_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5151136647514364,0.8973988439306358
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-3_sub-8_sub-19_sub-26_sub-28,task_KNN_3_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5103672245815638,0.884186622625929
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-10_sub-12_sub-18_sub-20_sub-25,task_KNN_33_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5327829043224867,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-10_sub-12_sub-18_sub-20_sub-25,task_KNN_33_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5259834871296746,0.9267531386557536
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-10_sub-12_sub-18_sub-20_sub-25,task_KNN_33_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5216124332200097,0.9122563640147049
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-9_sub-12_sub-22_sub-24_sub-28,task_KNN_30_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.43696608853222885,0.8861777535441657
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-9_sub-12_sub-22_sub-24_sub-28,task_KNN_30_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.46078177582190005,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-9_sub-12_sub-22_sub-24_sub-28,task_KNN_30_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.4517214600051773,0.9017175572519084
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-7_sub-14_sub-20_sub-24_sub-28,task_KNN_17_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.50107469102633,0.9034631742388443
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-7_sub-14_sub-20_sub-24_sub-28,task_KNN_17_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5053734551316497,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-7_sub-14_sub-20_sub-24_sub-28,task_KNN_17_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5053734551316497,0.9181124687774253
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-11_sub-14_sub-20_sub-21_sub-28,task_KNN_11_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5404868355688028,0.9081949135019644
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-11_sub-14_sub-20_sub-21_sub-28,task_KNN_11_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5235966219572777,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-11_sub-14_sub-20_sub-21_sub-28,task_KNN_11_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5327868852459017,0.9232200703011924
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-9_sub-13_sub-17_sub-22_sub-25,task_KNN_32_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5792637114951165,0.8965754366662082
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-9_sub-13_sub-17_sub-22_sub-25,task_KNN_32_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5489606811920862,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-9_sub-13_sub-17_sub-22_sub-25,task_KNN_32_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5857751064362635,0.880552881309311
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-5_sub-9_sub-21_sub-23_sub-24,task_KNN_26_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5047899778924098,0.8921460176991151
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-5_sub-9_sub-21_sub-23_sub-24,task_KNN_26_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5018422991893884,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-5_sub-9_sub-21_sub-23_sub-24,task_KNN_26_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5020879390813068,0.9061117256637168
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-6_sub-13_sub-23_sub-27_sub-28,task_KNN_28_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5881667831353365,0.9109675607358517
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-6_sub-13_sub-23_sub-27_sub-28,task_KNN_28_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5634754251106452,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-6_sub-13_sub-23_sub-27_sub-28,task_KNN_28_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5960866526904263,0.8939053503721387
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-6_sub-10_sub-15_sub-16_sub-22,task_KNN_7_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5348297213622291,0.8852582031516475
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-6_sub-10_sub-15_sub-16_sub-22,task_KNN_7_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5415376676986584,0.8996520908656798
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-6_sub-10_sub-15_sub-16_sub-22,task_KNN_7_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5386996904024768,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-2_sub-4_sub-16_sub-20_sub-28,task_KNN_2_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5390625,0.9178966156380861
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-2_sub-4_sub-16_sub-20_sub-28,task_KNN_2_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.522429435483871,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-2_sub-4_sub-16_sub-20_sub-28,task_KNN_2_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5413306451612904,0.9059518088830919
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-11_sub-12_sub-19_sub-23_sub-27,task_KNN_10_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5570007651109411,0.90529629122759
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-11_sub-12_sub-19_sub-23_sub-27,task_KNN_10_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5547054322876818,0.9202819214451895
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-11_sub-12_sub-19_sub-23_sub-27,task_KNN_10_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5503698036215251,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-9_sub-12_sub-23_sub-25_sub-26,task_KNN_39_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5568776772965255,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-9_sub-12_sub-23_sub-25_sub-26,task_KNN_39_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5704426463588768,0.9129979766971325
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-9_sub-12_sub-23_sub-25_sub-26,task_KNN_39_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5837696335078534,0.9013465429428591
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-6_sub-10_sub-14_sub-16_sub-18_sub-26,task_KNN_45_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5189448441247002,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-6_sub-10_sub-14_sub-16_sub-18_sub-26,task_KNN_45_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5052757793764988,0.9213365819700662
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-6_sub-10_sub-14_sub-16_sub-18_sub-26,task_KNN_45_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.49664268585131893,0.9025408980160111
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-4_sub-11_sub-16_sub-19_sub-27,task_KNN_4_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5510464522715671,0.9039474584388041
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-4_sub-11_sub-16_sub-19_sub-27,task_KNN_4_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5484941296579887,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-4_sub-11_sub-16_sub-19_sub-27,task_KNN_4_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5523226135783563,0.8876650475473763
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-6_sub-10_sub-18_sub-23_sub-24,task_KNN_8_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.46869671132764923,0.9124740124740125
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-6_sub-10_sub-18_sub-23_sub-24,task_KNN_8_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.48989037758830695,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-1_sub-6_sub-10_sub-18_sub-23_sub-24,task_KNN_8_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.4540803897685749,0.8969507969507969
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-5_sub-9_sub-18_sub-22_sub-25,task_KNN_34_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5316943841889612,0.9090087585152231
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-5_sub-9_sub-18_sub-22_sub-25,task_KNN_34_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5500120510966497,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-4_sub-5_sub-9_sub-18_sub-22_sub-25,task_KNN_34_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5326584719209448,0.8946892812456555
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-8_sub-9_sub-15_sub-23_sub-25,task_KNN_43_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.568031380240255,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-8_sub-9_sub-15_sub-23_sub-25,task_KNN_43_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.586908556018632,0.902393469839513
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-5_sub-8_sub-9_sub-15_sub-23_sub-25,task_KNN_43_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5883795047805834,0.8877282789153292
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-7_sub-10_sub-12_sub-20_sub-21_sub-24,task_KNN_47_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5019435086810055,0.9034478059416735
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-7_sub-10_sub-12_sub-20_sub-21_sub-24,task_KNN_47_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5045348535890127,0.9174161896974653
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-7_sub-10_sub-12_sub-20_sub-21_sub-24,task_KNN_47_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5024617776626069,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-10_sub-11_sub-18_sub-23_sub-26,task_KNN_20_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5922399428707451,0.904074229105623
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-10_sub-11_sub-18_sub-23_sub-26,task_KNN_20_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5658176624613187,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-10_sub-11_sub-18_sub-23_sub-26,task_KNN_20_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5834325160676029,0.9180270685084415
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-10_sub-13_sub-16_sub-22_sub-26,task_KNN_9_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5151289682539683,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-10_sub-13_sub-16_sub-22_sub-26,task_KNN_9_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5032242063492064,0.9167068882300213
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-2_sub-10_sub-13_sub-16_sub-22_sub-26,task_KNN_9_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5064484126984127,0.9015376129076743
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-4_sub-5_sub-16_sub-20_sub-27,task_KNN_24_3978,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.585480093676815,0.9097468009801253
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-4_sub-5_sub-16_sub-20_sub-27,task_KNN_24_9872,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5633619568045798,1.0
ANOVA_L_6_SCZ,LPSO_Random_50,ANOVA,6,KNN,sub-3_sub-4_sub-5_sub-16_sub-20_sub-27,task_KNN_24_6676,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5761124121779859,0.8926626735638443
