experiment,pipeline,strategy,P,fold_id,model,hyperparams,task_id,subject_acc,n_subjects_fold,epoch_acc,n_epochs_fold,subject_minus_epoch
ANOVA_L_6_Random,FTest,Random-50,6,sub-6_sub-9_sub-11_sub-40_sub-55_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_40_1322,0.8333333333333334,6,0.659400544959128,2936,0.17393278837420534
ANOVA_L_6_Random,FTest,Random-50,6,sub-6_sub-9_sub-11_sub-40_sub-55_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_40_1332,0.8333333333333334,6,0.6856267029972752,2936,0.14770663033605813
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-13_sub-29_sub-40_sub-45_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_17_7919,0.8333333333333334,6,0.7038397328881469,2995,0.12949360044518643
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-13_sub-29_sub-40_sub-45_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_17_1322,0.8333333333333334,6,0.6397328881469115,2995,0.19360044518642183
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-13_sub-29_sub-40_sub-45_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_17_1332,0.8333333333333334,6,0.679465776293823,2995,0.15386755703951038
ANOVA_L_6_Random,FTest,Random-50,6,sub-12_sub-28_sub-34_sub-41_sub-49_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_8_1332,0.8333333333333334,6,0.6878370281605752,3338,0.14549630517275813
ANOVA_L_6_Random,FTest,Random-50,6,sub-12_sub-28_sub-34_sub-41_sub-49_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_8_1322,0.8333333333333334,6,0.6309167165967645,3338,0.20241661673656886
ANOVA_L_6_Random,FTest,Random-50,6,sub-12_sub-28_sub-34_sub-41_sub-49_sub-50,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_8_7919,0.8333333333333334,6,0.7091072498502097,3338,0.1242260834831237
ANOVA_L_6_Random,FTest,Random-50,6,sub-25_sub-28_sub-32_sub-42_sub-60_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_22_1332,0.6666666666666666,6,0.6112759643916914,3033,0.05539070227497522
ANOVA_L_6_Random,FTest,Random-50,6,sub-25_sub-28_sub-32_sub-42_sub-60_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_22_1322,0.6666666666666666,6,0.5723705901747445,3033,0.09429607649192218
ANOVA_L_6_Random,FTest,Random-50,6,sub-25_sub-28_sub-32_sub-42_sub-60_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_22_7919,0.6666666666666666,6,0.6145730300032971,3033,0.052093636663369525
ANOVA_L_6_Random,FTest,Random-50,6,sub-11_sub-22_sub-23_sub-43_sub-64_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_5_1332,0.8333333333333334,6,0.6302066772655008,3145,0.20312665606783253
ANOVA_L_6_Random,FTest,Random-50,6,sub-11_sub-22_sub-23_sub-43_sub-64_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_5_1322,0.8333333333333334,6,0.6155802861685215,3145,0.21775304716481192
ANOVA_L_6_Random,FTest,Random-50,6,sub-11_sub-22_sub-23_sub-43_sub-64_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_5_7919,0.8333333333333334,6,0.6394276629570748,3145,0.1939056703762586
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-20_sub-35_sub-37_sub-45_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_27_1322,1.0,6,0.6429036458333334,3072,0.35709635416666663
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-20_sub-35_sub-37_sub-45_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_27_7919,1.0,6,0.7239583333333334,3072,0.27604166666666663
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-20_sub-35_sub-37_sub-45_sub-53,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_27_1332,1.0,6,0.6969401041666666,3072,0.30305989583333337
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-29_sub-31_sub-43_sub-44_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_13_1332,0.6666666666666666,6,0.5626128838049368,3322,0.10405378286172984
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-29_sub-31_sub-43_sub-44_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_13_7919,0.6666666666666666,6,0.5605057194461168,3322,0.1061609472205498
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-29_sub-31_sub-43_sub-44_sub-56,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_13_1322,0.6666666666666666,6,0.555689343768814,3322,0.11097732289785267
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-33_sub-35_sub-38_sub-40_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_19_1332,0.8333333333333334,6,0.6875,3024,0.14583333333333337
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-33_sub-35_sub-38_sub-40_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_19_1322,0.8333333333333334,6,0.638558201058201,3024,0.19477513227513232
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-33_sub-35_sub-38_sub-40_sub-61,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_19_7919,0.8333333333333334,6,0.7013888888888888,3024,0.13194444444444453
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-11_sub-34_sub-45_sub-54_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_32_1332,0.8333333333333334,6,0.7590097148229396,3191,0.07432361851039382
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-11_sub-34_sub-45_sub-54_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_32_7919,0.8333333333333334,6,0.7765590723911,3191,0.05677426094223337
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-11_sub-34_sub-45_sub-54_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_32_1322,0.8333333333333334,6,0.7104356001253526,3191,0.12289773320798081
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-25_sub-27_sub-41_sub-54_sub-63,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_35_1332,0.8333333333333334,6,0.6687837408701175,3149,0.16454959246321588
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-25_sub-27_sub-41_sub-54_sub-63,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_35_1322,0.8333333333333334,6,0.6351222610352493,3149,0.1982110722980841
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-25_sub-27_sub-41_sub-54_sub-63,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_35_7919,0.8333333333333334,6,0.6805335026992696,3149,0.15279983063406377
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-18_sub-36_sub-39_sub-40_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_45_1332,0.8333333333333334,6,0.7463002114164905,3311,0.08703312191684287
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-18_sub-36_sub-39_sub-40_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_45_7919,0.8333333333333334,6,0.7656297191180912,3311,0.06770361421524218
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-18_sub-36_sub-39_sub-40_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_45_1322,1.0,6,0.7003926306251888,3311,0.29960736937481125
ANOVA_L_6_Random,FTest,Random-50,6,sub-22_sub-23_sub-24_sub-39_sub-40_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_21_7919,0.8333333333333334,6,0.7285669092059475,3161,0.1047664241273859
ANOVA_L_6_Random,FTest,Random-50,6,sub-22_sub-23_sub-24_sub-39_sub-40_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_21_1322,0.8333333333333334,6,0.6548560582094274,3161,0.178477275123906
ANOVA_L_6_Random,FTest,Random-50,6,sub-22_sub-23_sub-24_sub-39_sub-40_sub-46,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_21_1332,1.0,6,0.713698196773173,3161,0.28630180322682697
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-14_sub-26_sub-38_sub-42_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_43_1332,1.0,6,0.753650201926064,3219,0.24634979807393598
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-14_sub-26_sub-38_sub-42_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_43_1322,1.0,6,0.6893445169307238,3219,0.31065548306927615
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-14_sub-26_sub-38_sub-42_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_43_7919,1.0,6,0.7778813296054675,3219,0.22211867039453248
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-13_sub-18_sub-48_sub-54_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_41_7919,0.8333333333333334,6,0.7814837905236908,3208,0.0518495428096426
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-13_sub-18_sub-48_sub-54_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_41_1322,0.8333333333333334,6,0.6976309226932669,3208,0.1357024106400665
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-13_sub-18_sub-48_sub-54_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_41_1332,1.0,6,0.7683915211970075,3208,0.2316084788029925
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-24_sub-36_sub-39_sub-52_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_12_1332,0.6666666666666666,6,0.6125574272588055,3265,0.054109239407861165
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-24_sub-36_sub-39_sub-52_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_12_7919,0.6666666666666666,6,0.6049004594180705,3265,0.06176620724859616
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-24_sub-36_sub-39_sub-52_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_12_1322,0.8333333333333334,6,0.601531393568147,3265,0.23180193976518637
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-8_sub-16_sub-38_sub-61_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_31_1322,0.6666666666666666,6,0.6336045056320401,3196,0.03306216103462656
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-8_sub-16_sub-38_sub-61_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_31_7919,0.6666666666666666,6,0.6830413016270338,3196,-0.016374634960367174
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-8_sub-16_sub-38_sub-61_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_31_1332,0.6666666666666666,6,0.6620775969962454,3196,0.004589069670421275
ANOVA_L_6_Random,FTest,Random-50,6,sub-14_sub-27_sub-32_sub-45_sub-47_sub-62,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_10_1322,1.0,6,0.7230046948356808,3195,0.27699530516431925
ANOVA_L_6_Random,FTest,Random-50,6,sub-14_sub-27_sub-32_sub-45_sub-47_sub-62,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_10_7919,1.0,6,0.821283255086072,3195,0.17871674491392797
ANOVA_L_6_Random,FTest,Random-50,6,sub-14_sub-27_sub-32_sub-45_sub-47_sub-62,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_10_1332,1.0,6,0.7902973395931142,3195,0.2097026604068858
ANOVA_L_6_Random,FTest,Random-50,6,sub-18_sub-33_sub-35_sub-41_sub-51_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_16_7919,1.0,6,0.7894224529526281,3082,0.21057754704737186
ANOVA_L_6_Random,FTest,Random-50,6,sub-18_sub-33_sub-35_sub-41_sub-51_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_16_1322,1.0,6,0.7112264763140818,3082,0.28877352368591824
ANOVA_L_6_Random,FTest,Random-50,6,sub-18_sub-33_sub-35_sub-41_sub-51_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_16_1332,1.0,6,0.7709279688513953,3082,0.22907203114860475
ANOVA_L_6_Random,FTest,Random-50,6,sub-13_sub-18_sub-32_sub-44_sub-58_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_9_1332,1.0,6,0.7140629872154661,3207,0.2859370127845339
ANOVA_L_6_Random,FTest,Random-50,6,sub-13_sub-18_sub-32_sub-44_sub-58_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_9_1322,1.0,6,0.6598066729030246,3207,0.34019332709697536
ANOVA_L_6_Random,FTest,Random-50,6,sub-13_sub-18_sub-32_sub-44_sub-58_sub-65,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_9_7919,1.0,6,0.742126598066729,3207,0.257873401933271
ANOVA_L_6_Random,FTest,Random-50,6,sub-6_sub-16_sub-32_sub-39_sub-46_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_37_7919,0.8333333333333334,6,0.746810598626104,3057,0.08652273470722938
ANOVA_L_6_Random,FTest,Random-50,6,sub-6_sub-16_sub-32_sub-39_sub-46_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_37_1322,0.8333333333333334,6,0.6490022898266274,3057,0.18433104350670593
ANOVA_L_6_Random,FTest,Random-50,6,sub-6_sub-16_sub-32_sub-39_sub-46_sub-55,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_37_1332,0.8333333333333334,6,0.7222767419038273,3057,0.11105659142950608
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-14_sub-26_sub-38_sub-41_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_42_1332,1.0,6,0.780209617755857,3244,0.21979038224414305
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-14_sub-26_sub-38_sub-41_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_42_1322,1.0,6,0.7022194821208385,3244,0.2977805178791615
ANOVA_L_6_Random,FTest,Random-50,6,sub-7_sub-14_sub-26_sub-38_sub-41_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_42_7919,1.0,6,0.8051787916152897,3244,0.1948212083847103
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-28_sub-35_sub-41_sub-49_sub-57,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_29_1332,1.0,6,0.8180082723512567,3143,0.18199172764874327
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-28_sub-35_sub-41_sub-49_sub-57,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_29_7919,1.0,6,0.8456888323258034,3143,0.15431116767419661
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-28_sub-35_sub-41_sub-49_sub-57,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_29_1322,1.0,6,0.7448297804645243,3143,0.2551702195354757
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-5_sub-21_sub-39_sub-49_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_30_1322,1.0,6,0.6926968068289598,3163,0.30730319317104016
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-5_sub-21_sub-39_sub-49_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_30_7919,1.0,6,0.8017704710717674,3163,0.19822952892823265
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-5_sub-21_sub-39_sub-49_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_30_1332,1.0,6,0.7669933607334809,3163,0.2330066392665191
ANOVA_L_6_Random,FTest,Random-50,6,sub-10_sub-30_sub-36_sub-43_sub-46_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_4_1332,0.5,6,0.5445121951219513,3280,-0.04451219512195126
ANOVA_L_6_Random,FTest,Random-50,6,sub-10_sub-30_sub-36_sub-43_sub-46_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_4_1322,0.6666666666666666,6,0.5475609756097561,3280,0.11910569105691049
ANOVA_L_6_Random,FTest,Random-50,6,sub-10_sub-30_sub-36_sub-43_sub-46_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_4_7919,0.5,6,0.538109756097561,3280,-0.038109756097560954
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-24_sub-34_sub-41_sub-45_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_11_1322,0.8333333333333334,6,0.6837403216200119,3358,0.1495930117133215
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-24_sub-34_sub-41_sub-45_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_11_7919,0.8333333333333334,6,0.7355568790946992,3358,0.09777645423863413
ANOVA_L_6_Random,FTest,Random-50,6,sub-15_sub-24_sub-34_sub-41_sub-45_sub-58,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_11_1332,0.8333333333333334,6,0.7290053603335319,3358,0.10432797299980145
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-11_sub-23_sub-38_sub-43_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_26_1322,0.8333333333333334,6,0.6543808600064662,3093,0.17895247332686715
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-11_sub-23_sub-38_sub-43_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_26_7919,0.8333333333333334,6,0.6802457161332041,3093,0.1530876172001293
ANOVA_L_6_Random,FTest,Random-50,6,sub-4_sub-11_sub-23_sub-38_sub-43_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_26_1332,0.8333333333333334,6,0.6779825412221144,3093,0.15535079211121894
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-6_sub-11_sub-50_sub-59_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_20_7919,0.5,6,0.5846745976207138,2858,-0.08467459762071383
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-6_sub-11_sub-50_sub-59_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_20_1322,0.5,6,0.58222533240028,2858,-0.08222533240027996
ANOVA_L_6_Random,FTest,Random-50,6,sub-1_sub-6_sub-11_sub-50_sub-59_sub-64,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_20_1332,0.5,6,0.5843247025892232,2858,-0.0843247025892232
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-16_sub-26_sub-45_sub-53_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_33_1332,0.8333333333333334,6,0.6964342063742506,3169,0.1368991269590828
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-16_sub-26_sub-45_sub-53_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_33_7919,0.8333333333333334,6,0.7062164720732093,3169,0.12711686126012411
ANOVA_L_6_Random,FTest,Random-50,6,sub-5_sub-16_sub-26_sub-45_sub-53_sub-59,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_33_1322,0.8333333333333334,6,0.652571789207952,3169,0.18076154412538137
ANOVA_L_6_Random,FTest,Random-50,6,sub-8_sub-10_sub-34_sub-37_sub-43_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_47_1322,0.6666666666666666,6,0.5731145653425446,3474,0.09355210132412206
ANOVA_L_6_Random,FTest,Random-50,6,sub-8_sub-10_sub-34_sub-37_sub-43_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_47_7919,0.6666666666666666,6,0.6047783534830167,3474,0.06188831318364996
ANOVA_L_6_Random,FTest,Random-50,6,sub-8_sub-10_sub-34_sub-37_sub-43_sub-60,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",task_KNN_47_1332,0.6666666666666666,6,0.5987334484743811,3474,0.06793321819228548
ANOVA_L_6_Random,FTest,Random-50,6,sub-6_sub-11_sub-27_sub-47_sub-49_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",task_KNN_36_7919,0.8333333333333334,6,0.6988364134154689,2922,0.1344969199178645
ANOVA_L_6_Random,FTest,Random-50,6,sub-6_sub-11_sub-27_sub-47_sub-49_sub-52,KNN,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",task_KNN_36_1322,0.8333333333333334,6,0.6321013004791239,2922,0.20123203285420943
